,fiber_100g,proteins_100g,vitamin-a_100g,vitamin-c_100g,fat_100g,carbohydrates_100g,sugars_100g,sodium_100g
49831,0.0,18.0,1.5e-05,0.0003,12.0,0.4,0.0,0.393700787401575
49832,0.0,24.0,3e-05,0.0,16.0,0.0,0.0,0.433070866141732
49833,1.9,16.0,0.00023825,0.00025,25.0,1.9,0.0,0.31496062992126
49834,0.0,0.5,0.000781,0.0,81.0,0.6,0.6,0.688976377952756
49835,0.0,3.2,0.00012,0.003125,1.6,4.8,4.8,0.0393700787401575
49836,4.08,6.6,0.0,0.01525,36.3,47.8,0.05,0.0866141732283465
49837,8.1,2.9,3.9325e-05,0.0304375,1.6,33.1,5.3,0.010416
49838,0.3,3.5,2.4449999999999998e-05,0.003,0.2,12.4,12.2,4.33070866141732
49839,0.9,1.2,5.3475e-05,0.01575,0.3,3.8,32.2,5.11811023622047
49840,4.0,5.6,0.0,0.0206,35.0,50.0,0.7,0.354330708661417
49841,8.2,12.5,1.3125e-05,0.0015,6.0,60.3,1.0,0.007
49842,13.0,11.0,0.0,0.008007499999999999,4.3,61.0,6.2,0.0078740157480315
49843,11.0,25.0,0.00046199999999999995,0.03175,2.0,48.0,2.3,1e-05
49844,3.1,6.7,0.0001075,0.0,17.4,66.2,7.5,0.433070866141732
49845,0.8,1.67,0.0,0.22499999999999998,1.5,96.6,95.8,0.15748031496063
49846,16.3,12.3,0.00020637500000000002,0.0003,15.3,30.0,10.5,0.015748031496063
49847,15.4,12.0,0.00020637500000000002,0.0003,15.5,32.4,11.8,0.0118110236220472
49848,0.5,10.0,0.000254,0.030875,0.6,61.3,36.2,0.118110236220472
49849,6.76,9.8,0.0,0.0,5.7,54.7,10.5,0.385826771653543
49850,1.8,8.69,6.925e-05,0.0061275,4.34,25.1,6.0,0.511811023622047
49851,0.7,10.0,3.125e-05,0.00125,1.4,10.9,0.0,0.590551181102362
49852,0.5,22.1,1.5e-05,0.0003,17.4,1.7,0.5,1.61417322834646
49853,0.3,16.3,0.00024105,0.0,39.5,3.6,0.8,0.984251968503937
49854,0.7,18.4,9.5e-05,0.0003,17.6,1.0,0.5,0.984251968503937
49855,0.275,13.0,1.3275e-05,0.000265,0.9,0.5,0.5,0.299212598425197
49856,3.2,6.8,0.00015125,0.00593225,3.8,6.6,0.8,0.5
49857,0.1,0.26,9.625e-05,0.00755,0.0575,12.65,12.5,0.0393700787401575
49858,0.475,0.42,9.45e-05,0.025,0.1,11.8,11.4,0.0393700787401575
49859,0.0,0.23,0.0001265,0.017,0.1,11.5,10.8,0.0
49860,6.1,5.9,2.3925e-05,0.0305,2.6,12.0,0.5,0.181102362204724
49861,0.0,3.2,0.00012,0.012,1.6,4.8,4.8,0.0394
49862,0.3,4.3,1.76e-05,0.0014115,1.5,14.0,11.0,0.0512
49863,0.0,2.9,0.00011245,0.0,10.0,6.6,4.4,0.0394
49864,0.3,3.4,6.272499999999999e-05,0.000375,1.1,9.3,9.3,0.0512
49865,0.25,22.0,0.00036075,0.0,30.0,0.8,0.6,0.512
49866,0.325,3.7,1.32e-05,0.001059,1.5,14.0,12.0,0.0512
49867,0.0,3.1,2.4424999999999997e-05,0.0003525,0.2,13.4,11.7,0.04
49868,2.3674999999999997,5.0,0.0,0.00705,22.0,67.0,35.0,0.374015748031496
49869,7.8,7.9,9.099999999999999e-05,0.0058925,21.3,52.8,10.0,0.433070866141732
49870,27.0,18.0,0.0005175000000000001,0.0,42.0,1.6,1.5,0.031496062992126
49871,5.9,13.0,3.4275e-05,0.00325,6.4,62.0,4.6,0.0
49872,0.0,30.9,8.025e-05,0.0,13.0,0.0,0.0,0.393700787401575
49873,0.0,12.3,3.81e-05,0.00054,2.4,0.5,0.1,0.354330708661417
49874,1.5,6.8,7.7e-05,0.0,14.8,52.5,29.6,0.393700787401575
49875,0.75,22.5,3e-05,0.0,13.2,0.5,0.1,0.393700787401575
49876,1.4,4.0,0.0,0.0,26.0,67.0,45.0,0.145669291338583
49877,7.8,6.8,2.3925e-05,0.0305,1.0,12.2,0.6,0.240157480314961
49878,1.3,4.5,6.2175e-05,0.0,10.4,46.0,29.4,0.122047244094488
49879,1.6,2.43,0.00038795,0.0143,0.41,0.92,0.17,0.03
49880,4.7,7.6,0.0,0.0,1.3,44.1,1.5,0.204724409448819
49881,4.075,11.0,0.0,0.082,0.5,87.0,86.0,0.259842519685039
49882,0.025,17.0,4.5e-05,0.0,7.8,3.6,1.5,0.551181102362205
49883,2.575,0.8,0.000255,0.045815,7.2,1.0,0.9,4.64566929133858
49884,0.8,8.6,7.3075e-05,0.017324999999999997,17.0,7.3,0.0,0.31496062992126
49885,1.825,10.0,0.000134,0.0059499999999999996,23.0,7.3,1.2,0.433070866141732
49886,0.7,7.3,1.3125e-05,0.005275,2.0,77.0,0.1,0.0
49887,0.0,0.4,0.0,0.0515,0.1,64.7,63.0,0.0
49888,0.65,0.5,0.00015525,0.012325,1.0,5.3,1.0,0.220472440944882
49889,3.5,9.3,0.00022725,0.04925,19.2,60.7,56.8,0.106299212598425
49890,20.0,7.8,0.00023999999999999998,0.03325,0.1,65.0,15.0,0.118110236220472
49891,4.0,4.3,1.725e-05,0.00375,21.0,48.0,21.0,0.209
49892,4.9,6.0,7.26e-05,0.006,27.4,61.9,27.4,0.1
49893,0.0,0.0,0.00022504999999999997,0.29275,0.0,98.0,0.0,0.0
49894,1.0,13.1,7.5e-05,0.0076749999999999995,3.2,65.3,20.5,0.866141732283465
49895,1.775,7.8,8.8475e-05,0.005,29.7,55.5,44.7,0.149606299212598
49896,33.0,4.6,6e-05,0.019000000000000003,25.0,31.0,22.0,0.0039370078740157
49897,0.0,0.8,0.00013405,0.03025,0.3,64.0,0.5,0.0039370078740157
49898,0.6,4.9,1.0075000000000001e-05,0.00382075,0.4,16.0,5.0,0.393700787401575
49899,3.0,5.1,0.0001273,0.005115,0.5,13.0,2.6,0.196850393700787
49900,0.0,0.0,0.0001,0.0,100.0,0.0,0.0,0.0
49901,0.0,0.1,0.0,0.28500000000000003,1.3,97.0,91.0,0.0118110236220472
49902,0.0,0.0,0.0,0.213225,0.1,98.0,97.0,0.0011811023622047
49903,0.0,0.0,0.0,0.045,0.0,87.0,87.0,0.0
49904,0.0,0.0,0.0,0.08125,4.9,86.0,83.0,0.0
49905,0.0,0.0,0.0,0.075,4.9,86.0,82.0,0.0
49906,0.0,0.0,0.0,0.075,4.9,86.0,82.0,0.0039370078740157
49907,3.3,4.4,0.0,0.004275,0.5,86.0,68.0,0.0039370078740157
49908,0.1,2.4,0.0,0.019275,0.5,85.0,61.0,0.0236220472440945
49909,0.0,0.5,0.0,0.0015,0.5,89.0,72.0,0.614173228346457
49910,0.8,0.4,0.0,0.0125,0.3,42.0,40.9,0.0
49911,0.0,0.0,0.0,0.0095,0.0,0.0,0.0,0.0393700787401575
49912,11.0,7.0,1.2125e-05,0.034317499999999994,1.5,35.0,2.9,0.47244094488189
49913,2.9,8.9,0.0,0.0,3.8,44.0,3.4,0.433070866141732
49914,0.0,16.0,0.00011945,0.017535,14.0,7.3,1.6,0.551181102362205
49915,2.2,1.0,3.125e-05,0.0,1.0,1.0,0.0,1.18110236220472
49916,2.8,8.0,0.0,0.0,2.0,44.0,2.0,0.511811023622047
49917,3.925,3.1,0.0,0.015,13.0,66.0,56.0,0.047244094488189
49918,0.0,13.0,4.3875e-05,0.000275,4.2,3.4,0.0,0.433070866141732
49919,3.35,7.4,0.00047499999999999994,0.014000000000000002,43.0,3.8,0.0,0.295275590551181
49920,0.125,0.7,0.0,0.005825,20.0,15.0,12.0,0.21259842519685
49921,1.025,1.0,3.8e-06,0.0475,0.1,23.0,1.8,0.858267716535433
49922,0.0,19.4,0.0,0.0,0.0,0.0,0.0,0.118110236220472
49923,0.125,0.6,8.5e-05,0.025,0.1,9.5,9.3,0.0196850393700787
49924,0.0,13.0,0.00011945,0.017535,15.0,9.0,1.0,0.590551181102362
49925,9.1,7.8,2.205e-05,0.00375,28.0,43.0,0.7,1.18110236220472
49926,2.45,6.5,0.00019905,0.0032249999999999996,6.5,11.0,2.0,0.228346456692913
49927,0.0,14.0,0.0,0.0,28.0,0.5,0.5,1.06299212598425
49928,1.325,4.0,6.535e-05,0.002545,6.0,15.0,0.5,0.31496062992126
49929,1.375,6.0,1.0075000000000001e-05,0.00382075,2.0,16.0,1.5,0.307086614173228
49930,0.0,7.0,0.00015355,0.00105,4.5,11.0,3.5,0.177165354330709
49931,0.125,21.0,0.0,0.0,2.0,0.5,0.5,0.94488188976378
49932,0.025,15.0,0.00023855,0.00025,25.0,1.5,0.0,3.0
49933,1.85,5.0,1.0075000000000001e-05,0.00382075,2.0,16.0,4.0,0.232283464566929
49934,0.65,4.5,0.00010135,0.00845,6.5,11.0,3.0,0.267716535433071
49935,2.0500000000000003,8.0,7.3075e-05,0.02225,21.0,6.6,0.5,0.78740157480315
49936,0.0,0.0,0.002363525,0.40525,0.4,70.0,0.0,0.0039370078740157
49937,0.0,67.0,0.00030425,0.02675,0.4,67.0,0.0,0.0039370078740157
49938,0.0,0.0,0.002363525,0.40525,0.4,68.0,0.0,0.0039370078740157
49939,0.0,70.0,0.00030425,0.02675,0.2,73.0,0.0,0.0039370078740157
49940,0.0,0.0,0.00237665,0.410525,0.2,73.0,0.0,0.0039370078740157
49941,0.0,0.0,0.002356925,0.40525,0.1,71.0,0.0,0.0039370078740157
49942,0.0,0.0,0.002356925,0.40525,0.1,71.0,0.0,0.0039370078740157
49943,0.0,0.0,0.002356925,0.40525,0.2,71.0,0.0,0.0039370078740157
49944,0.0,0.0,0.0023569249999999997,0.410525,0.2,72.0,0.0,0.0039370078740157
49945,0.0,0.0,0.002356925,0.40525,0.2,71.0,0.0,0.0039370078740157
49946,0.0,0.0,0.002363525,0.40525,0.3,68.0,0.0,0.110236220472441
49947,0.0,0.0,0.002363525,0.40525,0.2,68.0,0.0,0.110236220472441
49948,0.0,0.0,0.0023438,0.40525,0.2,64.0,0.0,0.244094488188976
49949,0.0,0.0,0.002363525,0.40525,0.2,68.0,0.0,0.208661417322835
49950,0.0,1.9,0.0,0.0015,1.8,88.0,74.0,0.0708661417322834
49951,0.0,0.0,0.0,0.20400000000000001,0.0,96.0,71.0,0.0
49952,0.0,0.0,0.0,0.20400000000000001,0.0,96.0,70.0,0.0039370078740157
49953,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0019685039370078
49954,0.0,0.0,3.85225e-05,0.011125,0.0,6.3,6.2,0.0
49955,0.0,0.0,3.85225e-05,0.014374999999999999,0.0,6.4,6.4,0.078740157480315
49956,0.032575,0.0,6.625e-05,0.013125000000000001,0.0,6.2,6.1,0.0
49957,0.0,0.0,9e-05,0.01525,0.0,5.2,5.1,0.0
49958,0.0,0.0,8.775e-06,0.019575,0.0,51.525,5.9,0.0
49959,0.675,1.8,7.825e-05,0.016153999999999998,0.5,4.5,2.5,0.708661417322835
49960,1.2,6.4,0.0005498,0.04225,2.1,85.0,30.0,0.492125984251968
49961,1.875,4.5,2.675e-05,0.017,16.0,61.0,38.0,0.236220472440945
49962,2.7750000000000004,4.5,3.49e-05,0.0,15.0,58.0,37.0,0.169291338582677
49963,0.5,5.9,3e-05,0.0,19.0,51.0,27.0,0.433070866141732
49964,0.14275,10.0,1.3275e-05,0.0,0.2,3.5,3.0,0.031496062992126
49965,0.0,8.6,0.0,0.001305,0.2,11.0,9.7,0.031496062992126
49966,1.225,2.0,4.7625000000000006e-05,0.003875,7.0,23.0,1.5,0.334645669291339
49967,2.5,8.0,0.0,0.037474999999999994,25.0,60.0,0.0,1.2
49968,1.925,7.2,0.000231075,0.00205,11.0,27.0,1.4,0.511811023622047
49969,0.525,2.8,9.1525e-05,0.02186,2.5,9.2,9.2,0.0315
49970,1.05,2.9,7.71e-05,0.00025,1.2,10.0,10.0,0.0354330708661417
49971,0.904,2.8,7.6825e-05,0.00648,1.7,10.0,9.5,0.0354330708661417
49972,0.525,2.8,9.1525e-05,0.02186,2.5,9.2,9.2,0.031496062992126
49973,0.3,2.6,9.1525e-05,0.02186,2.6,9.3,9.2,0.031496062992126
49974,12.825,7.6,0.000316875,0.000425,15.0,3.3,3.2,0.433070866141732
49975,1.475,7.1,0.000401875,0.000425,14.0,5.1,5.0,0.433070866141732
49976,2.225,9.1,0.0002275,0.0,30.9,2.6,2.1,0.275590551181102
49977,5.825,9.0,0.0002275,0.0,30.1,4.7,2.0,0.263779527559055
49978,0.0,1.2,8.4125e-05,0.00715,0.9500000000000001,7.075,5.5,0.015748031496063
49979,0.2,12.0,0.000117975,0.0,23.0,19.0,4.5,16.1417322834646
49980,3.425,3.5,0.0004125,0.066,11.0,67.0,54.0,0.015748031496063
49981,3.825,3.5,1.9725e-05,0.0,13.0,63.0,52.0,0.015748031496063
49982,0.575,2.8,9.1525e-05,0.02186,2.6,9.3,9.2,0.031496062992126
49983,0.504,3.4,7.7125e-05,0.00648,2.0,10.0,10.0,0.0393700787401575
49984,3.0,7.0,0.00015275,0.010111549999999999,0.9,84.0,8.0,0.444881889763779
49985,6.0,8.0,0.00022794999999999998,0.02275,25.0,57.0,21.0,0.25
49986,0.0,14.0,0.0004338,0.012,39.0,0.5,0.5,0.590551181102362
49987,3.3,1.2,0.0,0.004275,3.4,84.0,66.0,0.102362204724409
49988,0.0,0.0,0.000172,0.01175,0.0,10.6,10.6,0.0
49989,0.0,0.0,0.00021,0.018,0.0,10.1,10.1,0.0
49990,0.0,0.0,6.25e-05,0.01575,0.0,13.2,13.2,0.0
49991,0.2525,0.6,0.0006515000000000001,0.0,80.0,0.7,0.7,0.433070866141732
49992,0.975,0.3,0.00075,0.001035,57.0,0.4,0.4,0.3
49993,0.175,0.0,0.00021,0.026,0.0,10.0,10.0,0.0196850393700787
49994,0.0,3.0,0.000147,0.0075,11.0,69.0,37.0,0.0
49995,0.0,5.1,0.000105,0.00375,25.1,2.8,2.8,0.374015748031496
49996,5.7275,8.7,7.3075e-05,0.0169,16.7,3.0,3.0,0.334645669291339
49997,1.5750000000000002,4.6,3.75e-05,0.00375,23.0,3.3,3.0,0.47244094488189
49998,0.65,4.5,0.000105,0.00375,25.0,3.0,3.0,0.31496062992126
49999,12.0,7.8,8.71e-05,0.0,17.0,3.5,3.3,0.47244094488189
50000,1.275,7.3,0.000366875,0.000425,14.0,5.2,4.2,0.47244094488189
50001,0.15,0.5,0.0007379999999999999,0.0,75.0,0.6,0.6,0.394
50002,0.25,0.5,0.0007379999999999999,0.0,75.0,0.6,0.6,0.0039370078740157
50003,0.75,7.0,0.0001525,0.0,16.0,8.5,7.7,0.433070866141732
50004,1.3025,8.2,6.25e-05,0.000425,16.0,3.2,3.1,0.334645669291339
50005,0.7250000000000001,13.0,0.0004337999999999999,0.012,42.0,0.5,0.5,0.63
50006,0.2,4.4,5.6575000000000006e-05,0.00074,2.8,18.0,12.0,0.0433070866141732
50007,0.0,24.0,7.999999999999999e-05,0.0,21.0,2.3,1.0,0.551181102362205
50008,0.15,0.5,0.0007379999999999999,0.0,75.0,0.6,0.6,0.393700787401575
50009,0.0,22.0,0.0001608,0.0,34.0,0.5,0.5,0.669291338582677
50010,0.25,2.8,9.152499999999999e-05,0.00349,1.6,9.1,9.1,0.0354330708661417
50011,0.575,2.8,9.1525e-05,0.02186,2.6,9.1,9.1,0.031496062992126
50012,0.25,18.0,0.00016005,0.003225,21.0,0.5,0.5,0.984251968503937
50013,8.875,7.9,0.000379375,0.000425,15.0,4.1,3.1,0.47244094488189
50014,1.05,2.8,7.71e-05,0.00025,1.2,10.0,10.0,0.0354330708661417
50015,1.05,2.8,7.71e-05,0.00025,1.2,10.0,10.0,0.0354330708661417
50016,1.65,2.8,0.0001066,0.003875,0.9,5.3,5.3,0.0354330708661417
50017,0.6000000000000001,2.9,9.1525e-05,0.001995,1.6,9.0,8.8,0.0354330708661417
50018,0.25,2.9,7.7125e-05,0.00349,1.6,9.4,9.3,0.0315
50019,0.575,2.8,9.1525e-05,0.02186,2.6,9.1,9.1,0.031496062992126
50020,0.575,2.8,9.1525e-05,0.02186,2.6,9.3,9.2,0.031496062992126
50021,10.0,6.0,0.0008275,0.07473500000000001,4.4,66.0,47.0,0.0393700787401575
50022,0.375,17.0,2.19e-05,0.0003,12.0,0.5,0.2,0.984251968503937
50023,0.0,14.0,0.000134,0.0,28.0,0.0,0.0,1.02362204724409
50024,0.075,15.0,0.0002115,0.00025,25.0,1.5,0.0,1.18110236220472
50025,3.2249999999999996,9.0,0.000371125,0.0026,13.0,7.5,1.0,0.866141732283465
50026,0.0,0.8,0.00013405,0.03025,0.3,64.0,0.5,0.0039370078740157
50027,1.3,0.5,5e-08,0.033475,0.2,61.6,0.0,0.0
50028,1.925,8.0,2.8825000000000003e-05,0.0,35.0,52.0,51.0,0.0866141732283465
50029,7.625,2.0,0.0,0.004275,3.0,84.0,66.0,0.102362204724409
50030,6.425,5.3,5.35e-05,0.006,20.0,61.0,23.0,0.259842519685039
50031,6.425,5.3,0.00035674999999999997,0.02275,23.0,62.0,23.0,0.0748031496062992
50032,3.57,7.14,0.0,0.0214,28.6,60.7,0.0,0.339
50033,6.5,6.3,0.0001565,0.006375,9.4,69.9,28.8,0.23
50034,8.3,5.5,0.0001565,0.006375,7.0,68.4,26.2,0.33
50035,9.1,5.7,7.5e-05,0.0007250000000000001,7.8,64.5,23.7,0.318897637795276
50036,2.7,7.1,1.25e-05,0.017,14.1,62.6,29.1,0.3
50037,3.6,7.6,0.0,0.017,13.8,61.3,28.4,0.15748031496063
50038,4.8,6.2,0.0001565,0.0,10.7,65.4,23.3,0.137795275590551
50039,4.8,6.6,0.0,0.036000000000000004,21.775,57.925000000000004,32.5,0.192913385826772
50040,3.3,6.7,1.25e-05,0.017,13.2,63.8,29.2,0.362204724409449
50041,5.2,5.7,0.0001565,0.039,10.1,73.4,24.8,0.425196850393701
50042,4.1,7.3,0.0002695,0.010775,1.3,82.6,9.0,0.748031496062992
50043,4.8,5.7,1.25e-05,0.034,11.4,63.8,33.7,0.169291338582677
50044,4.1,6.2,0.0001565,0.006375,7.1,69.9,27.4,0.31496062992126
50045,4.1,6.2,0.0001565,0.006375,7.1,69.9,27.4,0.31496062992126
50046,3.7,5.9,0.0001565,0.006375,8.0,69.2,25.6,0.322834645669291
50047,5.5,6.3,0.0001565,0.006375,7.1,68.4,27.4,0.31496062992126
50048,4.1,7.3,0.0002695,0.010775,1.3,82.6,9.0,0.803149606299213
50049,5.2,5.7,0.0001565,0.039,10.1,73.4,24.8,0.425196850393701
50050,5.2,6.6,0.00021250000000000002,0.017,12.9,60.1,29.0,0.18503937007874
50051,7.6,7.8,1.29e-05,0.000525,12.2,67.4,24.4,0.12992125984252
50052,8.5,8.0,0.0001259,0.00125,12.5,66.2,22.9,0.0590551181102362
50053,7.6,7.9,1.29e-05,0.000525,12.4,66.7,23.9,0.192913385826772
50054,0.3,4.4,7.75e-05,0.005809999999999999,4.0,7.9,7.7,1.14173228346457
50055,0.0,1.5,0.0007052499999999999,0.0,76.3,2.9,2.3,0.236220472440945
50056,1.4,7.1,8.825e-06,0.0,31.9,53.5,33.9,0.173228346456693
50057,12.0,8.0,0.0010935,0.048975,39.0,34.0,0.8,0.0078740157480315
50058,1.7000000000000002,16.0,0.0,0.0,3.5,3.8,3.1,0.031496062992126
50059,1.0,2.0,0.0,0.0,1.0,24.0,1.0,0.0
50060,0.0,3.4,3.48e-05,0.0007675,3.0,4.9,4.7,0.0393700787401575
50061,2.3,2.3,0.0001125,0.0,18.0,4.4,3.6,0.0393700787401575
50062,0.1,2.1,7.6325e-05,0.0073750000000000005,2.2,16.0,15.0,0.034
50063,0.075,14.7,0.000219,0.0,23.1,0.3,0.0,0.826771653543307
50064,0.5,0.5,0.0008,0.0,72.0,0.5,0.5,0.0354
50065,0.75,0.0,9e-05,0.01475,0.0,9.0,9.0,0.0
50066,0.0,0.0,9.449999999999999e-05,0.027000000000000003,0.0,12.0,12.0,0.0
50067,0.0,0.0,6.25e-05,0.012750000000000001,0.0,13.0,13.0,0.0
50068,0.0,17.6,2.19e-05,0.0003,13.7,0.0,0.0,2.79527559055118
50069,0.0,5.9,0.00020075,0.00301155,27.8,5.9,5.1,0.78740157480315
50070,2.075,6.1,0.000280775,1.155e-05,36.1,7.5,7.2,0.94488188976378
50071,0.0,12.4,0.0001335,0.0,19.1,0.5,0.5,0.591
50072,1.325,6.5,0.0,0.001035,29.0,61.0,35.0,0.15748031496063
50073,3.9,4.3,4.225e-05,0.0,21.9,58.7,52.6,0.0039370078740157
50074,0.6,3.2,0.0,0.021,0.3,60.8,60.8,0.0
50075,0.7,0.3,0.0,0.0015,0.1,66.3,54.5,0.0078740157480315
50076,0.55,3.4,9.750000000000001e-05,0.007575,22.3,18.9,15.3,0.0472
50077,8.6,11.8,1.875e-05,0.0,18.7,35.2,19.9,0.23
50078,0.05,0.0,0.000122,0.01725,0.0,10.68,10.64,0.0098425196850393
50079,0.0,0.5,0.00012,3.015,0.5,4.7,4.7,0.0208661417322835
50080,1.4,2.3,0.0001125,0.0,18.0,4.2,4.2,0.0394
50081,0.0,18.0,0.0,0.004675,2.6,1.0,0.6,0.866
50082,0.0,19.0,0.00021435,0.0,30.0,1.0,0.0,0.826771653543307
50083,6.9,11.9,1.3125e-05,0.0015,7.2,62.4,0.9,0.0039370078740157
50084,8.3,6.0,7.855e-05,0.005,28.0,52.0,43.0,0.0944881889763779
50085,0.1,2.8,0.00012194999999999998,0.0066,1.3,11.1,10.7,0.0393700787401575
50086,3.825,3.7,0.0,0.0075,12.7,79.2,50.6,0.0
50087,3.825,3.7,0.0,0.0075,12.7,79.2,50.7,0.0
50088,0.0,3.8,2.5e-05,0.0075,12.9,78.8,49.6,0.0
50089,0.825,3.7,3.85e-06,0.00023125,14.7,77.8,49.8,0.0
50090,2.8,7.6,0.0003275,0.007875,1.7,9.2,2.8,0.47244094488189
50091,3.5,5.4,0.000247,0.054000000000000006,2.9,79.9,32.8,0.078740157480315
50092,1.0,1.3,0.000198975,0.010765,0.1,33.2,29.2,1.22
50093,0.25,1.4,0.00020474999999999996,0.01848,0.1,34.5,30.5,1.22
50094,0.47500000000000003,1.4,0.00011725,0.0069,0.2,26.0,26.0,0.709
50095,0.1,0.5,0.0,0.004275,0.5,82.0,69.0,0.0078740157480315
50096,0.25,0.5,0.00015000000000000001,0.013999999999999999,0.5,11.0,11.0,0.0039370078740157
50097,0.125,3.2,3.005e-05,0.0,1.52,13.0,13.0,0.0788
50098,0.0,3.2,0.00012195,0.003,1.52,11.0,11.0,0.0788
50099,1.1600000000000001,0.5,0.00019325,0.015622500000000001,0.2,3.9,1.0,0.374015748031496
50100,5.4,6.8,0.0,0.042499999999999996,5.6,78.4,68.9,0.196850393700787
50101,4.075,3.7,0.0,0.06,1.8,85.6,82.4,0.0984251968503937
50102,4.075,3.7,0.0,0.06,1.8,86.0,82.0,0.0984251968503937
50103,2.0,3.9,0.0,0.0,15.8,71.9,65.1,0.204724409448819
50104,8.3,10.1,5e-05,0.005,30.0,48.6,42.4,0.06
50105,5.75,10.2,6.785e-05,0.0057150000000000005,30.2,48.1,41.9,0.0590551181102362
50106,8.3,10.1,5e-05,0.005,30.0,48.6,42.4,0.06
50107,2.35,5.1,0.0,0.0,20.6,68.9,65.5,0.0590551181102362
50108,2.35,5.1,0.0,0.0,20.7,68.9,65.5,0.0433070866141732
50109,1.2000000000000002,5.3,0.00011,0.0,25.5,62.5,37.1,0.307086614173228
50110,0.0,6.0,0.00011,0.0,26.3,62.6,36.8,0.319
50111,1.775,8.6,0.0001325,0.02125,23.0,60.2,50.8,0.236220472440945
50112,1.95,10.0,0.00037799999999999997,0.05975,26.6,58.1,53.5,0.031496062992126
50113,1.0,7.6,0.00025725,0.03925,24.7,61.9,56.3,0.0669291338582677
50114,1.0,7.6,0.00025725,0.03925,24.7,61.9,56.3,0.0669291338582677
50115,1.0,7.6,0.00025725,0.03925,24.7,61.9,56.3,0.0669291338582677
50116,3.25,5.2,0.0002085,0.01165,23.6,28.9,15.3,0.24
50117,1.505,4.0,9.375e-05,0.01875,4.0,29.7,18.4,0.157
50118,2.1174999999999997,6.0,0.000147,0.013025,4.5,71.0,35.0,0.472
50119,5.425,6.4,0.0001475,0.046025,4.6,74.0,40.0,0.472
50120,0.45,0.5,0.00012,0.0195,0.5,11.0,10.0,0.0078740157480315
50121,0.5750000000000001,1.7,5.06e-05,0.006,5.0,23.0,23.0,0.62992125984252
50122,1.0,3.8,0.00045065,0.0080275,6.7,72.0,46.0,0.0787
50123,2.15,6.3,9.465e-05,0.006,24.0,64.0,28.0,0.338582677165354
50124,3.1,3.0,3.3e-05,0.00225,1.4,22.0,4.1,0.137795275590551
50125,5.6,5.5,0.00024905,0.0125,0.8,8.7,1.6,0.271653543307087
50126,0.1,0.3,0.000155,0.013049999999999999,0.1,12.1,12.0,0.0015748031496063
50127,1.025,11.2,0.00012849999999999998,0.0,18.6,1.3,0.5,0.700787401574803
50128,0.125,23.6,0.0002409,0.0,42.5,0.6,0.5,1.5748031496063
50129,0.325,0.8,0.0001371,0.0,17.2,3.3,2.0,0.0
50130,5.8,11.2,0.00021475,0.00159,3.2,68.3,1.3,0.00394
50131,2.15,0.5,0.000985,0.021,0.5,5.9,5.5,0.295275590551181
50132,2.9,5.3,0.00046334999999999996,0.03775,25.7,57.5,24.3,0.2
50133,3.0,6.0,0.00025085,0.02275,26.5,60.4,27.8,0.196850393700787
50134,1.2,7.3,5.86e-05,0.0,8.6,19.0,2.7,0.334645669291339
50135,1.75,4.3,5.175e-05,0.00225,1.6,23.4,3.4,0.295275590551181
50136,3.725,8.6,3.6599999999999995e-05,0.000715,37.3,49.5,41.2,0.107
50137,0.6,1.0,9.925000000000001e-05,0.016275,0.5,19.0,13.0,0.62992125984252
50138,1.5,5.4,0.0001476,0.0,29.4,61.3,25.9,0.0708661417322835
50139,1.775,5.5,0.00036685,0.01675,30.8,59.5,24.2,0.196850393700787
50140,0.825,1.6,4.4e-05,0.0,0.2,25.8,21.1,0.826771653543307
50141,1.4,6.0,7.7e-05,0.0,16.0,58.0,29.0,0.326771653543307
50142,2.225,6.9,0.0,0.006,24.0,63.0,31.0,0.228346456692913
50143,2.0,13.0,0.00012,0.0,1.0,77.0,4.0,0.01
50144,3.4,10.9,0.000535,0.0,5.8,74.0,3.7,1.69
50145,2.3,2.6,7.725000000000001e-05,0.001975,1.9,9.2,0.9,0.393700787401575
50146,0.95,11.0,0.00012849999999999998,0.0,20.0,1.2,0.5,0.748031496062992
50147,0.0,0.0,0.0,0.213225,0.0,100.0,100.0,0.0
50148,4.199999999999999,8.7,0.00039585,0.00105,10.5,6.3,4.6,0.551181102362205
50149,1.4,0.5,0.0011175,0.029249999999999998,0.5,6.2,5.8,0.0433070866141732
50150,4.3,6.6,0.0,0.0175,33.0,49.0,2.1,0.47244094488189
50151,2.7,2.0,0.0,0.0075,12.2,79.3,53.0,0.381889763779527
50152,6.75,6.3,1.875e-05,0.0,38.0,45.0,40.0,0.0039370078740157
50153,2.06,0.97,0.00055375,0.008268,0.28,5.92,3.86,0.669291338582677
50154,3.2,1.4,0.0003455,0.010478,2.0,5.7,2.6,0.393700787401575
50155,1.0,0.5,6.2925e-05,0.0010500000000000002,0.1,2.0,0.4,0.944881889763779
50156,1.5,3.7,0.00011475,0.01625,23.3,60.8,55.1,0.00394
50157,2.6,4.6,0.0,0.0,23.6,64.0,56.7,0.0039370078740157
50158,4.5,8.2,5.1074999999999995e-05,0.001,27.0,50.2,37.0,0.0039370078740157
50159,0.0,3.4,4.8125000000000004e-05,0.000375,3.5,3.7,3.7,0.0236220472440945
50160,4.0,12.0,0.0,0.0041725,9.22,73.0,2.8,0.15748031496063
